epoch,train_loss,train_bce_loss,train_dice_loss,train_tversky_loss,train_focal_tversky_loss,train_dice,val_loss,val_bce_loss,val_dice_loss,val_tversky_loss,val_focal_tversky_loss,val_dice,val_best_dice,val_best_threshold,val_best_precision,val_best_recall,val_precision,val_recall,lr,epoch_time_sec,gpu_memory_gb,early_stop_no_improve_epochs,early_stop_triggered
1,1.792450439162673,0.38212333112091257,0.942417037354914,0.9156345457270525,0.9358201456674631,0.3233147928283629,1.7888532035024918,0.2927210791803367,0.9975947084197079,0.9961381438217274,0.9970748261836836,0.018283449407353602,0.06357194692733839,0.975,0.03356825763821754,0.5986698203050734,0.009231689836396963,0.9380697219281127,9.99938933078422e-05,37.654929399490356,17.22760581970215,0,False
2,1.590901569383122,0.22152082641741605,0.9152425505214539,0.8801365180444433,0.9082763780540416,0.6022957993783775,1.6645983453603221,0.16971948010499516,0.9967967333712417,0.9949476274653595,0.996164277647856,0.05658506573337033,0.1857426959791559,0.975,0.11226503543726604,0.5376081882970677,0.029320997047812696,0.8066058963271935,9.997557473810371e-05,30.40768003463745,2.694948673248291,0,False
3,1.4687295486453447,0.14425242724308374,0.8850064346501691,0.8427021891285188,0.8789413716558301,0.6952502305312109,1.6067189501685921,0.11360257451074669,0.9956625341180454,0.9933141293394947,0.994907683166271,0.063844173308003,0.18429181846443904,0.975,0.11382082798924285,0.483882952559113,0.033341578289346925,0.7497985369065997,9.994504881061753e-05,30.42658042907715,2.693122386932373,1,False
4,1.3721316270561983,0.09959827242649374,0.8495261101949347,0.801224714083135,0.8460144887266257,0.7313323474193764,1.563315575777568,0.07273572208502999,0.9939989510244188,0.9910600105409658,0.9931618107964897,0.10810542326076379,0.21877801437771932,0.975,0.14293210015209223,0.46612280352876156,0.05873791119621854,0.6776538183793589,9.990232305719945e-05,30.806868314743042,2.693239688873291,0,False
5,1.2692755621056828,0.0658973180018016,0.8018323604687604,0.7481958834741833,0.8030917685024777,0.7959648375251221,1.533449765206572,0.04647793964412037,0.9915832483179102,0.9879918899286522,0.9907771689940351,0.16354201587968997,0.28651357928188115,0.975,0.21041553720057343,0.448838839990974,0.0947402842075656,0.5973354543643723,9.984740801978984e-05,30.443833589553833,2.693976879119873,0,False
6,1.180105075151211,0.0504010061134774,0.750386285355024,0.6944093260872801,0.7586355662991222,0.8117090070042485,1.5129674231307755,0.03174683424877486,0.9876612539503353,0.9833843404195791,0.9871186623198887,0.2232704461296403,0.3460192204511393,0.975,0.2656589772904853,0.4960806270994045,0.13590963707363482,0.6250327050472392,9.978031724785246e-05,30.51915144920349,2.692018985748291,0,False
7,1.0855370141178344,0.03828186538600016,0.6920259142292938,0.6368961658420872,0.7104584660066668,0.8496832167544545,1.5025338727406659,0.02620947168691925,0.9842785905147421,0.9794861170628479,0.9840916281029749,0.1751601266049114,0.29215457081823665,0.975,0.21881106600724876,0.43945641594518137,0.10369553704683418,0.5635367500075543,9.97010672950314e-05,30.44237995147705,2.696169376373291,1,False
8,1.0221549445748939,0.03903918856284871,0.6460216806317026,0.5948918295384267,0.6741881486749355,0.845857529134222,1.5061008227926396,0.036291511847757925,0.9798126818978247,0.9744026980114815,0.9799932539091598,0.08634415996614156,0.12988399816715746,0.975,0.07410752662759802,0.5250860796849195,0.046431672878784004,0.6149700160120695,9.960967771506666e-05,30.43643546104431,2.6944103240966797,2,False
9,0.9537828780983821,0.03328395665913839,0.6011414512394843,0.5546025030778599,0.6387149401752236,0.8679017177327017,1.4899023539008667,0.024164943858044005,0.9769225261198519,0.9712232728691877,0.9776297650200527,0.2008720188986388,0.26192563035989364,0.975,0.18937970473240606,0.4245638454854347,0.12575861523033857,0.49879122144169147,9.950617105696959e-05,30.466694355010986,2.6944189071655273,3,False
10,0.8930996467326812,0.028088774368125638,0.5613798549794176,0.519070194543475,0.6072620335975876,0.893057654986111,1.48215779130965,0.0248484861292951,0.9712258482504347,0.964278875246155,0.972166921694248,0.199023625797462,0.2484594361973904,0.975,0.16729092488764852,0.48262707873257077,0.12187669792613426,0.5422863183009375,9.939057285945931e-05,30.411731243133545,2.693972110748291,4,False
11,0.8527145956064124,0.02730621059523627,0.5333589723703704,0.4937004624704774,0.5840988262649387,0.9001979556409896,1.4911437137125931,0.03442084493106258,0.9707377221656628,0.9640859408550951,0.9719702904780079,0.08374466815245685,0.1263698624817189,0.975,0.07419767318839639,0.42570459754454393,0.045806454467637654,0.4875354522713067,9.92629116446613e-05,30.397809505462646,2.693483829498291,5,False
12,0.8188765427289818,0.025960066739449124,0.5107344800172864,0.47180987086594867,0.5643639887880791,0.9067324315321573,1.477138581194717,0.025473148954595393,0.9679971341280508,0.9579406903648852,0.9673365974109303,0.24661415396246908,0.29279211944947164,0.975,0.22931690126227314,0.40485709202394277,0.16791804867702456,0.4641343366367363,9.912321891107009e-05,30.40725350379944,2.696657657623291,6,False
