epoch,train_loss,train_bce_loss,train_dice_loss,train_tversky_loss,train_focal_tversky_loss,train_dice,train_f1_score,val_loss,val_bce_loss,val_dice_loss,val_tversky_loss,val_focal_tversky_loss,val_dice,val_f1_score,val_best_dice,val_best_threshold,val_best_precision,val_best_recall,val_precision,val_recall,lr,epoch_time_sec,gpu_memory_gb
1,2.019952693939819,0.5677670998354295,0.9694767044150514,0.9542954828834697,0.9654177812714914,0.08756954985759685,0.08756954985759685,1.8552538852846172,0.35765462009353066,0.9985115249770085,0.9975839178493818,0.9981754730735323,0.025259866046192535,0.025259866046192535,0.06742225416488062,0.9,0.036529810225772584,0.436892340215991,0.012855822701337076,0.7187941518138382,9.997557473810373e-05,20.749135971069336,6.09182071685791
2,1.6948811260940473,0.28229235671301833,0.9434971997017344,0.9187018564010622,0.9381831369004693,0.5195756252514812,0.5195756252514812,1.6995971461376511,0.2032695380320032,0.9977103418515438,0.9963465535298986,0.99723453065098,0.04956942842313471,0.04956942842313471,0.11712121140017483,0.9,0.06607140699894994,0.5151489780324041,0.02569797070542738,0.6974128999169567,9.990232305719946e-05,15.929026365280151,1.8711466789245605
3,1.5439095347484562,0.1773342964511749,0.9123913671278283,0.8803297552357143,0.9083677543119193,0.65567990962947,0.65567990962947,1.625589574477858,0.13116273193573327,0.9964750324684305,0.9946122793028055,0.9959036207912272,0.14716883938691327,0.14716883938691327,0.30238701430220244,0.9,0.22850972962552488,0.44685560590655937,0.08408933352456821,0.5890257558787512,9.978031724785248e-05,15.970556735992432,1.8718791007995605
4,1.4272903816271112,0.1301697982111525,0.8638291311182736,0.8270740951367758,0.8665829022801644,0.6965350876423037,0.6965350876423037,1.572990485430259,0.08359301103241076,0.9931563015889467,0.9902345354149933,0.9924823472645454,0.1339891935749844,0.1339891935749844,0.20282752158909242,0.9,0.1258222596696823,0.5227731787210376,0.07497944973948413,0.629093363753059,9.960967771506668e-05,15.772047281265259,1.8728556632995605
5,1.3162151394445267,0.10180512471211867,0.8051108694416991,0.7669879288904096,0.8185982941844376,0.7489403432204014,0.7489403432204014,1.6079345766716495,0.11530706816359482,0.9952955158805767,0.9930217040491441,0.9946639826053101,0.053588922184081275,0.053588922184081275,0.1250713137475237,0.9,0.07271214628093559,0.4468242090608958,0.028118079597408425,0.5692038806498262,9.939057285945934e-05,15.905882596969604,1.8674845695495605
6,1.2267995365948527,0.08557959443445731,0.7524317734813649,0.7168697078743249,0.7775763377153456,0.7728588585578883,0.7728588585578883,1.5470063502133808,0.06663010676755517,0.9867960787136425,0.9835681639422903,0.9871603249513018,0.08562242311911013,0.08562242311911013,0.13307725011171045,0.9,0.07646237989098283,0.5126790928402043,0.04614698372908865,0.5922491653668762,9.912321891107012e-05,15.722992420196533,1.8684611320495605
7,1.1434540346912716,0.06941407955214318,0.7040491576440702,0.6718480402678378,0.7399815915617695,0.8288437805193011,0.8288437805193011,1.5660581284654949,0.07901933446285088,0.9915396946071836,0.9882954428638716,0.990998188638073,0.10317634193564816,0.10317634193564816,0.1716629333430502,0.9,0.10395819127996614,0.49225021192845064,0.056656689284576636,0.5766606314949206,9.880787971596802e-05,15.62411117553711,1.8701701164245605
8,1.0886914287737466,0.057877737523802104,0.6725934119633091,0.6440206294448988,0.7164405595514374,0.837299130444302,0.837299130444302,1.5147906031705654,0.03954594715884924,0.9833435731207527,0.9792105153877804,0.9838021665031503,0.178763359374531,0.178763359374531,0.2420662488310547,0.9,0.15963655845421187,0.5005075823379659,0.1062432441770254,0.5631861518976446,9.844486647586726e-05,15.54563045501709,1.8691935539245605
9,1.0482096977449338,0.04825647672454097,0.6504271853610378,0.6237637914609218,0.6990520702984632,0.8579760046800599,0.8579760046800599,1.518690710796773,0.04450428493840966,0.982491220633519,0.9786240360674444,0.9833904138778223,0.16161338008601142,0.16161338008601142,0.2224294531574719,0.9,0.1463689368564452,0.46305637826895424,0.09591947582952756,0.5128727067217963,9.80345374410087e-05,15.804586172103882,1.8683390617370605
10,1.0166513947015732,0.04156311497787762,0.6327819235159207,0.6075019758680592,0.6846127174064225,0.8678404951695836,0.8678404951695836,1.503715709378029,0.03498915309186268,0.9786924724515464,0.9744626342829303,0.9800681648880404,0.19071602279687094,0.19071602279687094,0.2324171964432778,0.9,0.15276417478042933,0.4856307103010509,0.11592032839935594,0.5375820242590148,9.757729755661012e-05,15.806286334991455,1.8677287101745605
11,0.9934097334856877,0.03734690672340855,0.618914843736199,0.595232929491326,0.674295961856842,0.8821797165674574,0.8821797165674574,1.5078510107912857,0.03508934484872894,0.9815794400372444,0.9771695312346271,0.9823644438570448,0.21555984541300102,0.21555984541300102,0.24863997870067053,0.9,0.1802363485304873,0.4007231740115746,0.14223227323741974,0.4449560967439143,9.707359806323419e-05,15.611920833587646,1.8680949211120605
12,0.9811148011115303,0.03535671879990759,0.6123741489643738,0.5863424943028,0.6667678617163286,0.885349457624522,0.885349457624522,1.4828647849071457,0.030027528836621697,0.9685552577829777,0.9596325464648828,0.968563995150347,0.15218970543228777,0.15218970543228777,0.17469184275072874,0.9,0.10723781036423136,0.47088465845440086,0.08928043581154405,0.5152431685693948,9.652393605146847e-05,15.677287101745605,1.8694376945495605
13,0.9607459605502351,0.034201530102903985,0.6012386340339877,0.5672358430966493,0.6506115915880992,0.88767341015752,0.88767341015752,1.5102710417310479,0.0373121122115744,0.9822624483740473,0.9757488721576923,0.9813929604305288,0.2571877794246604,0.2571877794246604,0.2611412152649839,0.25,0.2757290703152029,0.24801938231925985,0.3014447289196878,0.22426243576716923,9.592885397135708e-05,15.405265092849731,1.8693766593933105
14,0.9441145010235364,0.04878755271905606,0.5867785515306551,0.529135545425098,0.6170967942562656,0.8330217470148547,0.8330217470148547,1.513215944090472,0.03811446342487267,0.9835695523070656,0.978109032992857,0.9830638513458088,0.059630231977497214,0.059630231977497214,0.08661117224142592,0.9,0.047272192196565546,0.5160961162099214,0.03147451816648484,0.5655147512843584,9.5288939097068e-05,15.777996063232422,1.8706583976745605
15,0.7659043758116719,0.05576098142811062,0.463394073891721,0.3953009971750159,0.4934986404953913,0.8077347371172149,0.8077347371172149,1.2191070546289673,0.021803883268651184,0.8085958092451393,0.7344857453557035,0.7774147226645038,0.13435460327550314,0.13435460327550314,0.1639067925220843,0.9,0.09811127262897004,0.4976243053445293,0.07616036072976713,0.5695440131445146,9.460482294732424e-05,15.788091897964478,1.8680949211120605
16,0.545464990855864,0.06172313574977054,0.3113281028019701,0.24768554851831986,0.3448275031247204,0.8228379192612393,0.8228379192612393,1.1311541948766197,0.0180426089295897,0.7486103110210401,0.6815914781597773,0.7290025588309166,0.21620528671752093,0.21620528671752093,0.2576449752021926,0.9,0.1731528299983842,0.5031763142193681,0.13367247162500048,0.5651327563287851,9.387718066217127e-05,15.581738233566284,1.8682169914245605
17,0.3942474071841563,0.04569502291944472,0.2179235567903275,0.17278585254587076,0.2612576567744939,0.8590037885286974,0.8590037885286974,1.0348968485739403,0.022038766542640618,0.6818435648243408,0.6119428877024221,0.6620290409270588,0.21228906753522617,0.21228906753522617,0.23274468000615728,0.9,0.15761606353006763,0.44472585320904817,0.13495155144718873,0.4972527760041772,9.310673033669524e-05,15.60270643234253,1.8679728507995605
18,0.3221582785655267,0.04164983435293369,0.1712649370982722,0.13654256457715389,0.21848701373320661,0.8790847818163186,0.8790847818163186,0.5919774999980566,0.026322564807586258,0.37571408543588714,0.3154161646250228,0.37988170084675466,0.30088534749884893,0.30088534749884893,0.31589747403715995,0.9,0.23331269318919357,0.48897970717183026,0.20952613861951558,0.5335108999379737,9.229423231234978e-05,15.761164903640747,1.8688273429870605
19,0.2850846645230934,0.035537646063130056,0.14992965754035795,0.12129454481124065,0.199234721820106,0.8850202617117321,0.8850202617117321,0.7022205211336701,0.02176902376906018,0.4533300168493451,0.3979463196662535,0.4542429582132657,0.25251413749398466,0.25251413749398466,0.26876162191806546,0.9,0.18053478742214696,0.5256407572916424,0.16219811386800617,0.569784722294602,9.144048842659084e-05,15.818323135375977,1.8687052726745605
20,0.27271995562599544,0.03816198124032716,0.1397557745275595,0.11377521737050726,0.1896043994113841,0.884376365912347,0.884376365912347,0.6050397509459049,0.024721443155563967,0.38325498692960625,0.3331284383594321,0.3941266419660837,0.3405076407331028,0.3405076407331028,0.35923347045242116,0.9,0.2913346872883497,0.4683990748393693,0.2551765359949011,0.51158020324198,9.054634122155993e-05,15.733948230743408,1.8706583976745605
21,0.21662106762583808,0.027712452557389106,0.11011225505964632,0.08872640970062214,0.1575927210976477,0.903750060852686,0.903750060852686,0.48045738869879473,0.026756745163314114,0.29319035115457937,0.26266942568522644,0.3210205872634857,0.37980852601149206,0.37980852601149206,0.39382983754107065,0.9,0.3208101905961786,0.5098847735761479,0.2900181518242059,0.550130296909216,8.961267311259669e-05,15.7619469165802,1.8687052726745605
22,0.23629959359549094,0.037869108459570436,0.11593394633144369,0.09489676991488724,0.16499307720849682,0.8927083445334439,0.8927083445334439,0.7467732709326782,0.030271749113976683,0.46738067540480577,0.43333445961761635,0.49824169798168744,0.15655322562162208,0.15655322562162208,0.1713459513922935,0.9,0.10355614830154203,0.4961067911374574,0.0916572148257261,0.5361953302422077,8.864040551740159e-05,15.601466417312622,1.8684611320495605
