epoch,train_loss,train_bce_loss,train_dice_loss,train_tversky_loss,train_focal_tversky_loss,train_dice,val_loss,val_bce_loss,val_dice_loss,val_tversky_loss,val_focal_tversky_loss,val_dice,val_best_dice,val_best_threshold,val_best_precision,val_best_recall,val_precision,val_recall,lr,epoch_time_sec,gpu_memory_gb,early_stop_no_improve_epochs,early_stop_triggered
1,1.6975453840497206,0.25822520178233777,0.9613261398909342,0.9419648985855618,0.9559880812403898,0.189016813819556,1.600137530246809,0.10693004181028948,0.9957171451218355,0.9934202991039068,0.9949806819924885,0.0713542583352906,0.3076072631424243,0.975,0.23654769747021925,0.43969189228765804,0.03745392824650867,0.7520538769867652,9.99938933078422e-05,26.6461341381073,2.9427404403686523,0,False
2,1.4023381828474164,0.0803967335913251,0.8827813558871179,0.8421076553836402,0.8783201848784777,0.6715818106640581,1.5382846734510895,0.05111099036095496,0.9915282513078041,0.9886789947413883,0.9912908581415548,0.15972858942182547,0.25018783073799167,0.975,0.25971246923924307,0.24133708700053305,0.09738292011018165,0.4439513976826805,9.997557473810371e-05,22.78522777557373,1.4032440185546875,1,False
3,1.1541555418941778,0.04920246934943784,0.7299055825896682,0.6837755417656106,0.750094979544125,0.7645910596187073,1.528122976106581,0.04851525850782862,0.9860411040704677,0.9834261723806812,0.9871332218501396,0.32357581959203496,0.38408841025050694,0.975,0.47845665186442754,0.3208129689902142,0.2581110467252811,0.4335328777299905,9.994504881061753e-05,22.835585832595825,1.4032440185546875,0,False
4,0.9689333963653316,0.034399799282248913,0.607354220869901,0.5715028922322054,0.6543587535518108,0.8307289418894787,1.4897813030333256,0.027642593123397927,0.9748787803426044,0.9670985831132706,0.9745198620470124,0.11212953457286688,0.18205889450986712,0.975,0.11633811013310302,0.4184414605810413,0.0631209237600253,0.5015279798220315,9.990232305719945e-05,23.27898597717285,1.4032440185546875,1,False
5,0.8830237579162773,0.028077421976072367,0.5505695882025481,0.5204318625263342,0.6087534971351005,0.8577104569185492,1.4781489876428975,0.02962838047400533,0.9675299434132927,0.9505878448189171,0.9619813262797214,0.214543298573541,0.25961366375139505,0.975,0.20937147182585916,0.34158198239665644,0.14626523853813772,0.4023767412165219,9.984740801978984e-05,23.233158826828003,1.4032440185546875,2,False
6,0.8350924809811874,0.025687847121330182,0.5212317066043234,0.48486976122256537,0.5763458546413027,0.8705117003647719,1.4255636123685753,0.02575510432047976,0.942897130108791,0.8878796680319294,0.9138227583562679,0.3172400414828813,0.34955522464086114,0.975,0.3285587999666986,0.37341838389950216,0.24647703624689252,0.444997959204799,9.978031724785246e-05,23.409085512161255,1.4032440185546875,3,False
7,0.5745813806953333,0.03753499090736266,0.34613281120018174,0.2844768834617132,0.3818271559840171,0.8504295614807764,0.5497132605804563,0.035498329546075055,0.3431994411080618,0.27531536449076577,0.3420309743657863,0.2818343319983918,0.307892428568705,0.975,0.2392872061450653,0.43164906699017713,0.19783648053969669,0.4897907923514721,9.97010672950314e-05,24.482445001602173,1.4032440185546875,4,False
8,0.3962085862776609,0.0413219200452958,0.21795429140710465,0.18333604459262565,0.2738647497666385,0.8571114985981411,0.604325770078158,0.031352176036025095,0.389847761226681,0.3012282414509639,0.36625166674267223,0.3621261648045319,0.3854965534910646,0.975,0.36740335421203163,0.40546409770677155,0.29608477990589377,0.4660861738754874,9.960967771506666e-05,22.845723867416382,1.4032440185546875,0,False
9,0.33039959655711004,0.033978800091833725,0.17748052007554438,0.15246860797295486,0.23788055339280298,0.8729589664112125,0.5925394164751959,0.026528010706546826,0.37962967330705194,0.31285784065748184,0.37276346381331166,0.3241810384930391,0.3590480225239938,0.975,0.3104173184484245,0.42574646000542865,0.23952175141166338,0.5014023924393772,9.950617105696959e-05,23.933244466781616,1.4032440185546875,1,False
10,0.28900171382525797,0.028833478091549677,0.15305868339965412,0.13289378888314338,0.2142191041937417,0.8872026051610273,0.3303737276426033,0.035199093486983093,0.1900584626158194,0.1599424547013971,0.21023234387176398,0.4337938421817698,0.4343140487147571,0.8,0.4378466627311637,0.4308379818105353,0.41484357464509286,0.45455829870935177,9.939057285945931e-05,23.22923707962036,1.4032440185546875,0,False
